2026-02-01 00:01:32 | WARN | auth | Circuit breaker half-open dependency=stripe (env=prod, region=us-east-1, ip=161.26.182.4, request_id=lflqjl3txckugnp7, trace_id=6xlsh3wl7aheqnnsebn10d8a, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 06:44:06 | WARN | auth | Rate limit nearing threshold remaining=45 (env=prod, region=me-south-1, ip=88.149.77.219, request_id=3d61mj7oxgdg2s7l, trace_id=gf15wkryav6rn7v0hind4njl, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 06:44:11 | WARN | auth | Retrying request to upstream service attempt=2 (env=prod, region=me-south-1, ip=246.247.166.40, request_id=6f0wmkdliv9r2zd2, trace_id=g5zycauou95q6s9uap0e3sgm, ua="PostmanRuntime/7.36.0")
2026-02-01 06:45:17 | WARN | auth | Circuit breaker half-open dependency=payments-api (env=prod, region=ap-southeast-1, ip=218.107.179.166, request_id=sdbcjusp8rxbd5fl, trace_id=ehccky58ejvl9zlg5yapqm6c, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 06:45:34 | WARN | auth | Disk usage above 80% disk=92% (env=prod, region=us-east-1, ip=234.231.102.116, request_id=v7ia4l97uhp94y0r, trace_id=iryhef8a3je7k6wczbwi48g9, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 06:46:00 | WARN | auth | Queue backlog growing size=9503 (env=prod, region=us-east-1, ip=62.10.172.96, request_id=j6qr2d3z9jup443q, trace_id=f9cthqss0z3t84pyunv3ivb5, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 06:52:23 | WARN | auth | Rate limit nearing threshold remaining=37 (env=dev, region=us-east-1, ip=14.199.115.253, request_id=wz53r4azdrngggyz, trace_id=uld23v5vwhqhlen1bejau0o1, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 06:52:34 | WARN | auth | Slow response detected (1931ms) endpoint=/logout (env=dev, region=ap-southeast-1, ip=79.89.71.62, request_id=7y6wvcnf90dnnw7v, trace_id=gmhud0entm82i6born3jm7nz, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 06:53:27 | WARN | auth | Temporary network jitter detected rtt_ms=739 (env=prod, region=ap-southeast-1, ip=192.211.92.227, request_id=7se3hp9gxfmurjxj, trace_id=7hxjpw9ntfakheqg3maypr8k, ua="PostmanRuntime/7.36.0")
2026-02-01 06:54:10 | WARN | auth | Temporary network jitter detected rtt_ms=132 (env=prod, region=ap-southeast-1, ip=4.179.103.187, request_id=7n2q7bk761z0si8h, trace_id=4efuldzkp75cpvjo02eo9wcx, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:54:41 | WARN | auth | Slow response detected (2757ms) endpoint=/users/1554/profile (env=dev, region=me-south-1, ip=196.183.123.201, request_id=rkik64zjugv4qdn3, trace_id=b9z0t5tkxbkzapm59wsngjnq, ua="curl/8.4.0")
2026-02-01 06:55:41 | WARN | auth | Circuit breaker half-open dependency=cdn-edge (env=staging, region=us-east-1, ip=148.22.179.43, request_id=y8oy6w3haf6n5yut, trace_id=v0r8r2gpnmzb03n3p41rz3ud, ua="PostmanRuntime/7.36.0")
2026-02-01 06:55:53 | WARN | auth | Circuit breaker half-open dependency=payments-api (env=prod, region=me-south-1, ip=207.232.57.208, request_id=gdqkjkjvr5fpkxob, trace_id=xt9ahgrp9vdow486y9rax4yg, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 06:57:53 | WARN | auth | Payment provider latency high (1355ms) (env=dev, region=ap-southeast-1, ip=155.124.140.194, request_id=hq04tl3wgdyfmruj, trace_id=0daw3rm4u03xrhap1li8a3gx, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 06:59:27 | WARN | auth | Rate limit nearing threshold remaining=5 (env=prod, region=eu-west-1, ip=44.239.251.67, request_id=xwacvpuk49if8ikp, trace_id=fl1ffp8ur745zdhrf1q0hjm2, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:00:29 | WARN | auth | Payment provider latency high (1183ms) (env=prod, region=eu-west-1, ip=252.144.104.150, request_id=tmkfas37prkk0jqy, trace_id=h8pixbshg5vaxk99pkmpdpcb, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 07:04:11 | WARN | auth | Retrying request to upstream service attempt=2 (env=staging, region=us-east-1, ip=195.161.226.237, request_id=f5qh3qehkwhogq5v, trace_id=zib4neubglgmiinwp8mj8tod, ua="curl/8.4.0")
2026-02-01 07:05:05 | WARN | auth | Circuit breaker half-open dependency=cdn-edge (env=prod, region=eu-west-1, ip=246.139.203.73, request_id=r67emibgf01urf1f, trace_id=ns9m8mkb7uo7pz32xz5lsl77, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 07:05:32 | WARN | auth | Rate limit nearing threshold remaining=31 (env=prod, region=ap-southeast-1, ip=176.157.85.186, request_id=cy76fgkx6ck4oxzw, trace_id=su6yfenj8bwkb2fqbk7zrap7, ua="curl/8.4.0")
2026-02-01 07:15:00 | WARN | auth | Queue backlog growing size=2811 (env=prod, region=us-east-1, ip=148.192.135.67, request_id=c7jfcob8dzzca7ua, trace_id=ljm81tof8l7ufhj2z6mem070, ua="curl/8.4.0")
2026-02-01 07:15:20 | WARN | auth | Elevated error rate observed window_s=60 rate=8.2% (env=prod, region=us-east-1, ip=236.151.126.127, request_id=sh19s36wdx0pnqpk, trace_id=drkelbznt6zjpk3qa568he5l, ua="curl/8.4.0")
2026-02-01 07:20:12 | WARN | auth | Circuit breaker half-open dependency=search-index (env=prod, region=us-east-1, ip=249.64.182.135, request_id=4genpv91txfaru9i, trace_id=nzonsfm1ban2kifpsiksc6m5, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:24:07 | WARN | auth | Slow response detected (3417ms) endpoint=/users/3841/profile (env=dev, region=eu-west-1, ip=232.33.194.101, request_id=9ewriqfs2dzpjaax, trace_id=3fmfj8a4hgsobtrbnmr139yp, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:29:31 | WARN | auth | High memory usage warning mem=72% (env=prod, region=us-east-1, ip=102.123.244.75, request_id=f4ihnzitsxgcs8f4, trace_id=bo7mbobt5iiupxrc6m0hi3h8, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:31:48 | WARN | auth | Payment provider latency high (2468ms) (env=prod, region=ap-southeast-1, ip=235.174.182.172, request_id=zqucdyaa6zz7z5le, trace_id=t45x5xquk9qfvapdc635lwmv, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:33:04 | WARN | auth | Slow response detected (2566ms) endpoint=/users/3827/profile (env=prod, region=eu-west-1, ip=177.132.243.218, request_id=1uhqf0no4yflnla9, trace_id=as7lv8zxnbtjih2naay71yp3, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:34:36 | WARN | auth | Rate limit nearing threshold remaining=41 (env=prod, region=eu-west-1, ip=16.28.176.166, request_id=smp79snywy2ntpax, trace_id=8n4yh8dwqsg7303b0k6aboer, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 07:35:10 | WARN | auth | Slow response detected (1743ms) endpoint=/users/9371 (env=staging, region=us-east-1, ip=12.6.29.160, request_id=080iq4wf1p0kuysb, trace_id=xy5zjcsyukwsz5ovh9cr5r06, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:36:44 | WARN | auth | Circuit breaker half-open dependency=orders-api (env=prod, region=us-east-1, ip=163.240.42.28, request_id=q27gkytqqnyi19fv, trace_id=snldxc4fyfjt795ownu1hsrf, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:37:21 | WARN | auth | Elevated error rate observed window_s=120 rate=11.3% (env=staging, region=ap-southeast-1, ip=151.158.162.119, request_id=o2sapery8s1enx61, trace_id=szhspv2b2rxu17d7opfofdcv, ua="curl/8.4.0")
2026-02-01 07:37:47 | WARN | auth | Payment provider latency high (2111ms) (env=staging, region=me-south-1, ip=82.233.53.27, request_id=2b71b0wu45mm8ssw, trace_id=qtu4o0xvsbzzx6pb6xminuf3, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:38:26 | WARN | auth | Payment provider latency high (903ms) (env=prod, region=eu-west-1, ip=9.153.206.220, request_id=zqgxewzzdsqpada1, trace_id=vjnocamy4zc7s5eaww8u2205, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:39:21 | WARN | auth | High memory usage warning mem=92% (env=prod, region=eu-west-1, ip=240.95.12.55, request_id=fl9ipa46zb5jca6s, trace_id=v0zlte9j44dm8xglcjps6hqu, ua="PostmanRuntime/7.36.0")
2026-02-01 07:40:39 | WARN | auth | Retrying request to upstream service attempt=3 (env=dev, region=eu-west-1, ip=141.123.27.16, request_id=gjl8amd5rqgj4vq9, trace_id=uhxg626o03bg8mywmvyfqdzd, ua="curl/8.4.0")
2026-02-01 07:42:42 | WARN | auth | Circuit breaker half-open dependency=orders-api (env=staging, region=eu-west-1, ip=237.215.95.154, request_id=5253ijw8zlnrgtha, trace_id=l0g6jarqxsemojl0knwrhoy2, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 07:43:57 | WARN | auth | Disk usage above 80% disk=82% (env=prod, region=ap-southeast-1, ip=39.136.73.248, request_id=dgnnqh0jrpv33ozc, trace_id=sou93q12z1zr5yarsdl6fc7m, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 07:44:08 | WARN | auth | Payment provider latency high (872ms) (env=dev, region=eu-west-1, ip=217.133.170.204, request_id=kymqqakdvk10ra4z, trace_id=pfcnq00c5mvwrgpwudol61z0, ua="curl/8.4.0")
2026-02-01 07:44:26 | WARN | auth | High memory usage warning mem=99% (env=dev, region=us-east-1, ip=197.111.164.45, request_id=a5uh0mc93w6yyyre, trace_id=r6vnnrx1axc8y6kgclki57g5, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:45:07 | WARN | auth | Temporary network jitter detected rtt_ms=378 (env=prod, region=ap-southeast-1, ip=180.99.240.114, request_id=d6bs0hheov88br23, trace_id=bs1olhtjbmfqymagz3kxdmnm, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 07:49:40 | WARN | auth | Payment provider latency high (823ms) (env=prod, region=us-east-1, ip=11.59.106.183, request_id=2mabjwy8xtwl6dot, trace_id=bms31v81x7dg9bgk4k8mek0t, ua="PostmanRuntime/7.36.0")
2026-02-01 07:50:18 | WARN | auth | Elevated error rate observed window_s=120 rate=9.4% (env=prod, region=us-east-1, ip=85.140.118.68, request_id=km7ybug8432tb6lk, trace_id=qddgf0tfg92b89q87ue3mkqo, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 07:50:36 | WARN | auth | Disk usage above 80% disk=89% (env=prod, region=eu-west-1, ip=236.149.227.80, request_id=syskd1u8j0ctq6z8, trace_id=14tleo52jb1tkpxoq3scvwb3, ua="PostmanRuntime/7.36.0")
2026-02-01 07:51:51 | WARN | auth | Slow response detected (1888ms) endpoint=/users/8126 (env=prod, region=us-east-1, ip=87.17.212.186, request_id=sldtyqzv8gsfn6bh, trace_id=pw4da6ouh1b58d9h9re5daiw, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:53:20 | WARN | auth | Disk usage above 80% disk=88% (env=prod, region=ap-southeast-1, ip=252.26.114.209, request_id=q314cht0wxnsmgh5, trace_id=jc6frimwj4bscou3xtqmt74y, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 07:57:36 | WARN | auth | Queue backlog growing size=4149 (env=staging, region=us-east-1, ip=7.3.44.115, request_id=qkzmtdq3hke4j0cj, trace_id=fk2n90tbw5nxh9d7jipy1ilh, ua="PostmanRuntime/7.36.0")
2026-02-01 08:00:12 | WARN | auth | Circuit breaker half-open dependency=stripe (env=prod, region=us-east-1, ip=68.76.181.7, request_id=3y622mvjycmztu0g, trace_id=mbj4x4fdmv6mazsx0slvprgq, ua="curl/8.4.0")
2026-02-01 08:00:28 | WARN | auth | Queue backlog growing size=6132 (env=prod, region=ap-southeast-1, ip=77.237.138.10, request_id=xan7d7sj5cygqxvh, trace_id=0mroiq4a07kf3wa6hrhchq9q, ua="PostmanRuntime/7.36.0")
2026-02-01 08:00:35 | WARN | auth | Retrying request to upstream service attempt=4 (env=prod, region=us-east-1, ip=106.239.59.249, request_id=smxagoh6yn8cs9dw, trace_id=6ucuv7tveynylq3yzgr6hqej, ua="curl/8.4.0")
2026-02-01 08:01:03 | WARN | auth | Payment provider latency high (2704ms) (env=staging, region=eu-west-1, ip=141.43.165.120, request_id=pv729mgne8wlwpyk, trace_id=l7udvld6i9xviruee7bj4fzn, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:01:07 | WARN | auth | Rate limit nearing threshold remaining=50 (env=prod, region=me-south-1, ip=105.8.34.151, request_id=02xdtep25y2mtiqt, trace_id=2jffdtes48iaucst62jno1nb, ua="PostmanRuntime/7.36.0")
2026-02-01 08:06:43 | WARN | auth | Disk usage above 80% disk=90% (env=prod, region=us-east-1, ip=154.90.13.187, request_id=5za77d1gdd8w2k9u, trace_id=w16km0bbiz7wicwl0i9fliz6, ua="PostmanRuntime/7.36.0")
2026-02-01 08:06:58 | WARN | auth | High memory usage warning mem=90% (env=staging, region=eu-west-1, ip=119.146.196.116, request_id=h3r22fhrnotx78fm, trace_id=mgalmw6lzy8b76q5epd9kho0, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:09:30 | WARN | auth | Elevated error rate observed window_s=120 rate=1.9% (env=prod, region=me-south-1, ip=50.49.243.38, request_id=451nk6mhteo41uwr, trace_id=fpokwvvonrywqncoil37tch2, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:09:38 | WARN | auth | Payment provider latency high (186ms) (env=staging, region=eu-west-1, ip=35.133.14.20, request_id=so7d9iwxqwsb9nyx, trace_id=gi7dhks9cfw55j6btafinpbw, ua="curl/8.4.0")
2026-02-01 08:10:40 | WARN | auth | Queue backlog growing size=8999 (env=staging, region=me-south-1, ip=77.199.31.134, request_id=u9wpuoq9v1uw4vzf, trace_id=t1sayt7ikb1fpvsnqh1nvl8o, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 08:11:36 | WARN | auth | Rate limit nearing threshold remaining=49 (env=prod, region=eu-west-1, ip=115.6.107.158, request_id=qm5ud8h4v2p4c3qy, trace_id=sgj3jlq1vrjg7aopqhmuv0iz, ua="curl/8.4.0")
2026-02-01 08:15:54 | WARN | auth | Slow response detected (1643ms) endpoint=/inventory/SKU62158 (env=staging, region=eu-west-1, ip=18.178.236.74, request_id=pl22tqwjls2cb55f, trace_id=azsfptq2imnfvfg3see9rls5, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:16:05 | WARN | auth | Retrying request to upstream service attempt=1 (env=dev, region=eu-west-1, ip=58.130.63.126, request_id=adjfsb1zacokciru, trace_id=d0dsmfn6wr15punyaksq000z, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 08:23:01 | WARN | auth | Rate limit nearing threshold remaining=32 (env=prod, region=us-east-1, ip=242.148.113.213, request_id=6boyrrlmcih6hyrr, trace_id=k7himy7gydg1od67vvv6xu5y, ua="curl/8.4.0")
2026-02-01 08:23:45 | WARN | auth | Disk usage above 80% disk=94% (env=prod, region=us-east-1, ip=49.118.207.195, request_id=zofik17ixl5kt2g0, trace_id=2gcor815lxlmrh9q92oen0vp, ua="PostmanRuntime/7.36.0")
2026-02-01 08:24:35 | WARN | auth | Elevated error rate observed window_s=60 rate=1.8% (env=prod, region=eu-west-1, ip=28.75.85.61, request_id=u85kuephz707nysf, trace_id=jchz256981vmccya0fqtnsqh, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:25:00 | WARN | auth | Slow response detected (1227ms) endpoint=/logout (env=prod, region=us-east-1, ip=60.34.32.5, request_id=e7btvvck407n258w, trace_id=fo6g1k442e8i4cfgtc9asxix, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:27:14 | WARN | auth | High memory usage warning mem=97% (env=prod, region=me-south-1, ip=92.236.85.150, request_id=030bevi2auyxz075, trace_id=mz620618jhtlgkdrjy68hb6f, ua="PostmanRuntime/7.36.0")
2026-02-01 08:29:37 | WARN | auth | Queue backlog growing size=4233 (env=prod, region=us-east-1, ip=247.126.84.150, request_id=xd8txwhx0tcdb26h, trace_id=xebo2xi8d0gsetnsirb1ieqm, ua="curl/8.4.0")
2026-02-01 08:31:23 | WARN | auth | Slow response detected (1474ms) endpoint=/login (env=prod, region=ap-southeast-1, ip=6.221.72.22, request_id=imbtbrnci26eo9xt, trace_id=ylzlplp4x27jxucshbhxyp49, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:32:15 | WARN | auth | Queue backlog growing size=8652 (env=staging, region=me-south-1, ip=206.142.118.101, request_id=vwqkyk9z10hbi6ra, trace_id=mi4zjlik90qoye1sjad0xy7a, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:32:44 | WARN | auth | Payment provider latency high (1891ms) (env=prod, region=us-east-1, ip=183.103.232.119, request_id=ocrnfpuf9g8svrbl, trace_id=l6nfpa85je460quppnp5f6ul, ua="PostmanRuntime/7.36.0")
2026-02-01 08:33:56 | WARN | auth | Circuit breaker half-open dependency=payments-api (env=dev, region=me-south-1, ip=136.242.62.79, request_id=7gbtqda8zkyo693y, trace_id=06f2sswk58sfmue24qld4ele, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 08:34:21 | WARN | auth | Disk usage above 80% disk=80% (env=prod, region=us-east-1, ip=44.142.128.151, request_id=rqmfhvmlhkbke7hk, trace_id=hq8h2qdje85yoc8g2v8znlx1, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:35:25 | WARN | auth | Disk usage above 80% disk=94% (env=staging, region=us-east-1, ip=97.98.221.21, request_id=3n6uxzo9j7e4g7mq, trace_id=0pdcqmpsignu4wckmdzxigc4, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 08:35:55 | WARN | auth | High memory usage warning mem=96% (env=prod, region=eu-west-1, ip=71.75.206.208, request_id=rnr2l2isur5fdn8f, trace_id=pyltgjfttrabcj5ujbnhv9k7, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:38:17 | WARN | auth | High memory usage warning mem=88% (env=prod, region=eu-west-1, ip=117.198.123.35, request_id=zwpr652ca86v8nba, trace_id=1ukasqg3it6av2bvm40tg0rp, ua="PostmanRuntime/7.36.0")
2026-02-01 08:40:03 | WARN | auth | Temporary network jitter detected rtt_ms=673 (env=prod, region=ap-southeast-1, ip=174.237.119.140, request_id=giadf0xpjo4ran2j, trace_id=j6lzxld56vq4hmnq3jsvgfwb, ua="curl/8.4.0")
2026-02-01 08:40:39 | WARN | auth | Slow response detected (370ms) endpoint=/payments/refund (env=prod, region=us-east-1, ip=209.192.83.248, request_id=3wzycpfdqvxk31yr, trace_id=7dm7ebg7dt8i9v9zuop8xm7p, ua="curl/8.4.0")
2026-02-01 08:43:08 | WARN | auth | Circuit breaker half-open dependency=orders-api (env=staging, region=ap-southeast-1, ip=72.65.3.72, request_id=571t250mgfdutv4v, trace_id=zaasgbfo9rk9pmgj5bhfuviy, ua="PostmanRuntime/7.36.0")
2026-02-01 08:43:14 | WARN | auth | Slow response detected (475ms) endpoint=/orders/4494 (env=prod, region=us-east-1, ip=131.109.39.217, request_id=3r9mrjhurobukf96, trace_id=u1mi6qz5zxk10nbi7yyo96yi, ua="curl/8.4.0")
2026-02-01 08:44:27 | WARN | auth | Payment provider latency high (2065ms) (env=prod, region=me-south-1, ip=206.91.88.54, request_id=9n4bty4ynyeoc5wy, trace_id=trw4yy87v19ok9cz0303apqq, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 08:45:50 | WARN | auth | Circuit breaker half-open dependency=stripe (env=prod, region=us-east-1, ip=211.141.234.169, request_id=c9mb643pya5c5buv, trace_id=25pmteyhby5vannmmkxidnz0, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:49:59 | WARN | auth | Circuit breaker half-open dependency=stripe (env=prod, region=us-east-1, ip=20.92.199.250, request_id=nqwr4x5av7q2oqpd, trace_id=ipkzip5t7txjg52c1wuuxjye, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 08:50:07 | WARN | auth | Circuit breaker half-open dependency=redis (env=staging, region=eu-west-1, ip=106.43.157.53, request_id=vq8jxlhom167imp0, trace_id=25euja1kgefr39iw655zz3kl, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:51:10 | WARN | auth | Payment provider latency high (316ms) (env=staging, region=me-south-1, ip=131.123.174.254, request_id=7slyldeocj4mob7z, trace_id=zbmoflevcmqlusd4hwh6tvmq, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 08:51:16 | WARN | auth | High memory usage warning mem=93% (env=staging, region=ap-southeast-1, ip=108.145.17.117, request_id=r9h9ulu73vlnvuv2, trace_id=qgkfmzychn1g88aqncbou0kl, ua="curl/8.4.0")
2026-02-01 08:52:20 | WARN | auth | Queue backlog growing size=8984 (env=prod, region=us-east-1, ip=83.179.159.147, request_id=275gs72z8b5b7w4e, trace_id=618tx8zl2t19vnq8nzafm5hf, ua="PostmanRuntime/7.36.0")
2026-02-01 08:53:11 | WARN | auth | Disk usage above 80% disk=94% (env=prod, region=us-east-1, ip=79.189.237.66, request_id=zvj7se55qmmig1g0, trace_id=7u3pbsr95gciy5vfyozkd5ji, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 08:53:41 | WARN | auth | Elevated error rate observed window_s=300 rate=6.9% (env=prod, region=ap-southeast-1, ip=90.86.6.201, request_id=i1bwqzjwovhlxsxg, trace_id=j3lsft9mwgm4ldfuhhpxu41u, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 08:54:09 | WARN | auth | Elevated error rate observed window_s=120 rate=9.1% (env=prod, region=me-south-1, ip=216.73.79.151, request_id=m8qs2xnnimitkwv4, trace_id=13b4x01qh1cmniq2oygudeoi, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 08:55:33 | WARN | auth | Temporary network jitter detected rtt_ms=758 (env=prod, region=ap-southeast-1, ip=4.210.170.121, request_id=yodefveyzl89viut, trace_id=n5vtt1y690ep4degw397kvec, ua="curl/8.4.0")
2026-02-01 08:57:07 | WARN | auth | Temporary network jitter detected rtt_ms=452 (env=staging, region=eu-west-1, ip=25.197.156.169, request_id=3m49gq0kz6y0d3u1, trace_id=r7icf8g6yife59ez9xhm2unn, ua="curl/8.4.0")
2026-02-01 08:57:29 | WARN | auth | Slow response detected (3292ms) endpoint=/files/9145 (env=prod, region=eu-west-1, ip=177.26.251.192, request_id=zre5epe0dfdgz8s4, trace_id=j4fhz809zd8jvbsgssyyphvu, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 08:59:10 | WARN | auth | Temporary network jitter detected rtt_ms=237 (env=prod, region=ap-southeast-1, ip=114.208.9.249, request_id=qq9w0xuehni9ba8l, trace_id=tt950vd39f4l5x09n83nvo9u, ua="PostmanRuntime/7.36.0")
2026-02-01 09:00:52 | WARN | auth | Retrying request to upstream service attempt=1 (env=prod, region=me-south-1, ip=85.145.129.151, request_id=ngzd4zrjtxr7hm4u, trace_id=sx902qkc4veq90njuzhoz5lb, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 09:05:33 | WARN | auth | Disk usage above 80% disk=81% (env=dev, region=me-south-1, ip=211.226.197.168, request_id=l9cy14fumzbb53jy, trace_id=b54sp2j9vh9wknz5dt9sujcw, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 09:05:56 | WARN | auth | Rate limit nearing threshold remaining=2 (env=prod, region=eu-west-1, ip=20.58.156.180, request_id=dq9zqmy02qvhsdh6, trace_id=y29k4crhu72zwqh73dvrx8t0, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 09:06:16 | WARN | auth | Payment provider latency high (1793ms) (env=staging, region=us-east-1, ip=27.18.228.235, request_id=mp5il952l1lvc2oi, trace_id=mnt2nkvm5yef2pmrcqr1u81p, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 09:06:53 | WARN | auth | Circuit breaker half-open dependency=cdn-edge (env=staging, region=me-south-1, ip=101.163.140.59, request_id=qsdpi1er6vu12toq, trace_id=9uxk4vj3uy337k7rm3dni1f9, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:07:03 | WARN | auth | Disk usage above 80% disk=92% (env=prod, region=us-east-1, ip=151.88.130.231, request_id=47abtlnrrhvl7pnn, trace_id=p2neogsaugrkcu6lyin12now, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 09:09:35 | WARN | auth | Retrying request to upstream service attempt=3 (env=staging, region=me-south-1, ip=34.15.214.103, request_id=n563fp94olkvv99f, trace_id=n5tj98w9fupudtzc5tefi098, ua="curl/8.4.0")
2026-02-01 09:10:19 | WARN | auth | Queue backlog growing size=8571 (env=prod, region=me-south-1, ip=121.14.40.253, request_id=jhpmhq79y3osunjl, trace_id=irib0tegu62spvidvh6e3asw, ua="PostmanRuntime/7.36.0")
2026-02-01 09:11:08 | WARN | auth | Queue backlog growing size=859 (env=prod, region=eu-west-1, ip=96.38.177.173, request_id=3tuc84wo3ay5w0qs, trace_id=7bilz5ykpz9ofhjrntbuvf49, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 09:12:29 | WARN | auth | Queue backlog growing size=393 (env=prod, region=eu-west-1, ip=180.179.43.50, request_id=x5owelhqlvspb1tb, trace_id=22sp6j7h4za5yfkzdldjwwgd, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:13:45 | WARN | auth | Temporary network jitter detected rtt_ms=737 (env=dev, region=me-south-1, ip=186.189.100.94, request_id=logq1rqtcw0i7sp5, trace_id=qnryacki2xmr00g44yhkl8kc, ua="PostmanRuntime/7.36.0")
2026-02-01 09:18:38 | WARN | auth | High memory usage warning mem=94% (env=prod, region=ap-southeast-1, ip=144.34.161.253, request_id=ba5l5nua6th6arsb, trace_id=xiy4y8d8qviiniciff9i5qt9, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 09:20:53 | WARN | auth | Queue backlog growing size=9116 (env=prod, region=us-east-1, ip=142.81.166.107, request_id=22vjschuh9gangil, trace_id=qx5qcexx73lclrxqgbfneo7c, ua="curl/8.4.0")
